"car_id","timestamp","province","city"
"000296635f69235776b63d06401b3bbd",2025-09-27 12:55:27.772000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:56:05.543000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:57:59.673000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:01:00.796000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:02:52,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:04:45.913000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:07:04.772000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:08:46.656000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:10:57.360000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:12:55.855000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:38:03.554000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:42:51.548000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:46:43.514000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:47:12.404000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 13:47:28.756000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:00:10.096000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:01:05.610000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:02:34.566000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:03:17.450000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:07:03.256000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:09:00.324000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:11:40.535000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:13:25.206000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:14:24.851000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:20:31.193000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:44:31.577000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:45:30.401000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:46:21.441000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:46:55.199000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:54:37.146000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:55:13.176000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 14:57:32.578000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 15:01:24.364000000,کردستان,
